"Z","M","Y","x1","x2","x3","x4","x5","x6","x7","R_m","R_y"
1,NA,NA,"0","2","1","0","0","1","2",0,0
1,NA,NA,"1","1","3","0","0","3","2",0,0
0,0,12358.8772777222,"0","1","3","0","0","1","0",1,1
0,1,16575.4681709106,"1","2","2","1","0","4","2",1,1
0,0,14112.5832394409,"0","1","3","0","0","1","0",1,1
0,0,25885.444739502,"0","1","2","0","0","1","0",1,1
1,1,NA,"1","2","2","0","0","3","0",1,0
1,0,15261.6684311279,"0","0","1","0","1","1","0",1,1
1,1,24418.6704804199,"0","0","1","0","1","1","0",1,1
1,0,NA,"1","2","1","1","0","1","0",1,0
0,1,0,"0","1","1","0","0","3","2",1,1
0,0,43929.6597320801,"0","0","3","0","0","1","0",1,1
0,1,18498.1669002686,"0","2","1","0","1","3","2",1,1
1,0,0,"0","1","1","0","1","1","0",1,1
1,0,0,"1","1","1","1","0","2","1",1,1
1,NA,NA,"0","1","1","0","0","1","1",0,0
0,0,NA,"0","1","1","0","0","1","0",1,0
1,0,0,"1","2","1","1","0","1","2",1,1
1,0,NA,"1","0","1","0","1","1","2",1,0
1,0,2348.27988108673,"1","1","0","0","0","1","2",1,1
0,0,18322.2980246338,"1","2","1","0","0","1","0",1,1
1,0,17419.2928015869,"0","0","0","0","1","1","0",1,1
1,NA,6236.04301248779,"0","1","3","0","1","1","0",0,1
0,1,NA,"0","1","0","0","0","3","3",1,0
0,1,18319.7769088623,"1","2","0","0","0","3","3",1,1
1,0,0,"1","2","1","1","1","1","0",1,1
1,1,22938.2876445557,"1","1","1","0","0","3","0",1,1
1,0,NA,"1","1","0","1","0","1","2",1,0
1,NA,32911.1232528076,"0","2","1","1","2","3","5",0,1
0,0,15373.6203353027,"0","1","1","0","0","1","0",1,1
0,NA,NA,"1","2","0","0","0","3","2",0,0
0,NA,0,"1","1","1","1","2","1","5",0,1
1,1,0,"1","2","1","1","0","1","1",1,1
1,0,NA,"0","0","1","0","0","1","2",1,0
1,NA,NA,"0","2","0","0","2","3","5",0,0
1,0,0,"1","1","1","1","1","1","1",1,1
0,NA,NA,"1","2","1","1","0","1","0",0,0
0,1,15941.4075543823,"0","1","2","0","0","3","0",1,1
1,0,21451.3147408447,"0","1","2","0","1","1","0",1,1
0,0,0,"1","0","2","0","0","1","0",1,1
0,0,0,"0","2","2","0","0","1","5",1,1
1,1,10223.9311856506,"1","1","0","0","0","1","2",1,1
0,NA,0,"1","0","1","0","0","1","0",0,1
1,0,NA,"0","2","3","0","0","1","4",1,0
1,1,16105.8174882935,"0","0","3","0","0","1","0",1,1
0,0,11446.2519424805,"0","1","1","0","1","1","1",1,1
0,0,NA,"1","2","0","1","0","1","0",1,0
0,1,10510.8833197266,"1","2","2","1","0","3","2",1,1
1,1,37543.7056779053,"0","0","2","0","0","2","2",1,1
1,NA,3953.66922729492,"0","2","1","0","2","1","5",0,1
1,0,19007.2155890259,"0","0","1","0","1","1","0",1,1
1,NA,NA,"1","2","3","1","0","3","4",0,0
1,0,4578.50071507874,"1","1","3","0","0","1","2",1,1
1,0,39425.9613020508,"0","1","0","0","0","1","0",1,1
0,0,21988.5328120605,"1","2","1","1","0","1","2",1,1
1,1,0,"1","2","1","1","0","3","1",1,1
1,0,0,"0","1","0","0","1","1","3",1,1
0,0,2530.34830546875,"1","1","1","0","0","1","2",1,1
1,0,NA,"1","0","1","0","0","1","0",1,0
1,0,0,"0","0","1","1","0","1","2",1,1
1,NA,NA,"0","2","0","0","0","3","2",0,0
1,0,NA,"0","0","2","0","1","1","1",1,0
0,1,0,"0","0","1","0","0","1","1",1,1
1,1,18802.3761708618,"0","1","0","0","0","3","2",1,1
1,0,20006.6039595703,"0","0","1","0","0","1","1",1,1
1,1,4217.24717578125,"0","1","0","1","1","1","3",1,1
0,1,0,"0","1","1","0","0","1","3",1,1
0,0,24103.9346846924,"0","2","1","0","0","1","2",1,1
1,0,0,"1","2","1","1","0","1","5",1,1
0,0,56887.8678944824,"0","0","1","0","0","1","0",1,1
1,0,24939.4393856689,"0","2","3","1","0","1","5",1,1
1,1,29874.7166783203,"0","0","1","0","0","1","0",1,1
1,0,19387.4161925171,"1","2","1","0","0","1","0",1,1
1,0,4224.01524480286,"1","2","1","1","0","1","0",1,1
0,1,21366.337289502,"0","0","0","0","0","1","3",1,1
1,0,1845.0456394043,"0","0","1","0","0","1","0",1,1
1,0,NA,"0","2","1","0","0","3","1",1,0
0,0,13144.7174839233,"0","1","1","0","0","1","0",1,1
1,0,15719.5184097656,"0","0","1","0","1","1","2",1,1
0,0,5216.97730858154,"1","0","0","0","1","1","0",1,1
1,1,21451.3147408447,"0","1","1","0","0","1","3",1,1
0,1,23993.3869776123,"1","0","3","0","0","3","2",1,1
1,1,29760.2535645264,"0","2","0","0","1","1","3",1,1
0,0,20119.127944043,"0","0","1","0","0","1","2",1,1
1,NA,35825.9961972656,"0","0","2","0","2","1","5",0,1
0,NA,27998.1595683105,"0","1","3","0","2","3","5",0,1
0,0,NA,"0","1","3","0","1","1","2",1,0
0,0,NA,"1","2","1","1","0","1","0",1,0
1,NA,11055.6313049927,"0","1","1","0","2","2","3",0,1
0,1,6109.15139230957,"0","0","2","0","0","1","0",1,1
1,0,0,"0","0","1","0","0","1","1",1,1
1,1,NA,"0","0","1","0","1","1","3",1,0
0,NA,NA,"1","2","1","1","0","1","5",0,0
1,0,0,"1","1","1","0","0","1","2",1,1
1,NA,NA,"1","2","3","0","0","3","2",0,0
1,1,76287.8933806641,"1","2","0","1","1","3","0",1,1
0,1,0,"1","2","1","1","0","3","0",1,1
1,1,7958.87335475464,"0","0","1","0","0","1","0",1,1
0,0,0,"0","0","1","0","1","1","0",1,1
1,0,105077.777409668,"0","0","0","0","0","1","3",1,1
0,1,16327.1419822266,"1","2","1","0","0","1","5",1,1
1,1,NA,"0","2","0","1","1","3","3",1,0
1,NA,0,"1","1","3","0","0","1","3",0,1
1,NA,NA,"0","1","0","0","0","1","0",0,0
0,0,0,"1","1","1","0","0","1","0",1,1
1,1,23409.1369716064,"0","1","1","0","0","3","2",1,1
1,NA,NA,"1","1","2","1","0","1","0",0,0
1,1,2605.77529725037,"1","1","2","0","0","3","3",1,1
1,NA,15209.019707959,"0","1","1","0","0","1","0",0,1
1,1,NA,"0","1","2","0","0","1","0",1,0
0,0,NA,"1","2","0","1","1","1","0",1,0
0,NA,NA,"1","1","1","0","0","1","0",0,0
1,1,16927.9946995605,"1","0","0","0","0","1","1",1,1
1,0,27463.6409236084,"0","1","2","1","1","1","4",1,1
1,0,0,"0","0","2","0","0","1","1",1,1
1,1,31304.6152853027,"0","1","2","0","0","3","5",1,1
0,0,17118.6014533447,"1","1","1","0","0","1","1",1,1
1,0,NA,"0","1","1","0","0","1","0",1,0
1,0,NA,"0","0","2","0","0","1","0",1,0
1,NA,21142.1412496582,"0","1","0","0","0","2","2",0,1
1,0,19007.2155890259,"0","0","1","0","0","1","0",1,1
1,NA,NA,"1","2","1","1","1","3","5",0,0
1,NA,NA,"0","0","2","0","1","1","0",0,0
1,0,33134.5763312256,"0","1","3","0","0","1","2",1,1
0,0,14647.2752418091,"0","2","1","1","0","1","4",1,1
0,1,7671.73486118774,"0","0","1","0","0","1","0",1,1
1,1,28821.3880699951,"0","0","2","0","0","1","3",1,1
1,NA,35143.7272903564,"0","2","0","0","1","1","3",0,1
0,0,NA,"1","1","2","0","0","1","4",1,0
0,0,NA,"0","0","1","0","1","1","0",1,0
0,NA,NA,"0","0","2","0","2","1","5",0,0
0,1,20427.6030514893,"1","1","1","0","1","1","2",1,1
1,0,11114.2039072632,"0","0","3","0","0","1","0",1,1
1,1,4362.92086080322,"1","0","0","0","1","1","0",1,1
0,1,26700.76317854,"0","2","1","1","0","3","4",1,1
1,1,NA,"0","0","1","0","1","1","2",1,0
1,NA,NA,"0","1","1","0","0","1","3",0,0
0,0,NA,"0","0","1","0","0","1","1",1,0
1,1,25678.505217041,"0","2","1","0","0","1","5",1,1
1,NA,NA,"1","2","1","1","0","1","1",0,0
1,0,0,"0","0","1","0","0","1","1",1,1
1,1,18093.7408012207,"0","0","0","0","1","2","0",1,1
0,NA,NA,"0","2","1","0","1","1","2",0,0
1,1,21451.3147408447,"0","1","3","0","0","1","0",1,1
1,1,0,"0","2","2","0","0","4","0",1,1
1,1,0,"1","1","1","0","0","3","1",1,1
1,NA,13933.0168924438,"1","0","1","0","0","1","0",0,1
1,0,24412.1249902588,"0","1","0","0","0","1","1",1,1
1,1,23195.3077201904,"1","2","1","1","0","1","1",1,1
1,1,22260.4765062012,"1","0","1","0","0","1","5",1,1
1,1,11480.2845288574,"1","1","0","0","0","3","2",1,1
0,0,21820.6656309814,"0","0","1","0","0","1","0",1,1
1,1,35085.8753606689,"0","2","2","1","0","3","1",1,1
1,0,0,"1","2","2","0","0","1","1",1,1
1,1,NA,"1","0","0","0","0","1","5",1,0
0,0,14427.0664282837,"1","0","0","0","0","1","2",1,1
1,0,NA,"0","1","2","0","0","1","3",1,0
1,0,NA,"1","0","3","0","0","1","0",1,0
0,NA,NA,"0","2","1","0","0","3","4",0,0
1,1,3977.09851585693,"0","0","3","0","0","1","0",1,1
1,1,0,"1","1","2","0","0","3","0",1,1
1,1,4685.83016091614,"1","2","2","0","0","1","5",1,1
0,0,878.593135823822,"1","0","1","1","0","1","0",1,1
1,1,15516.9574066406,"1","1","2","1","0","3","0",1,1
1,1,70473.8041655273,"0","2","2","0","0","2","0",1,1
0,0,12174.6079848999,"1","0","1","1","0","1","0",1,1
1,0,0,"0","0","1","0","2","1","0",1,1
1,NA,NA,"1","2","1","1","0","3","1",0,0
1,0,9529.07527391968,"1","1","1","0","0","1","0",1,1
0,0,0,"0","0","1","0","1","1","0",1,1
1,0,42082.6427683594,"1","1","2","0","0","1","2",1,1
1,1,NA,"1","1","3","0","0","3","2",1,0
0,1,12119.6597961182,"1","2","3","1","0","3","3",1,1
1,1,26150.5086108398,"0","0","2","0","0","1","2",1,1
0,0,0,"0","0","0","0","0","1","3",1,1
1,0,8633.31082910156,"1","0","2","1","0","1","0",1,1
1,1,950.254164486694,"0","0","0","0","1","1","2",1,1
1,1,0,"1","1","2","0","0","1","0",1,1
0,NA,NA,"0","0","2","0","0","1","0",0,0
1,0,0,"1","1","2","1","0","1","1",1,1
1,0,9840.24361653442,"0","1","1","0","1","1","2",1,1
0,1,0,"1","1","1","0","0","3","1",1,1
1,0,5119.26952277527,"1","2","1","1","0","1","1",1,1
1,NA,16281.9129671631,"1","0","1","1","0","1","1",0,1
1,NA,38671.4740680176,"0","0","0","0","2","1","5",0,1
0,1,3566.15447813416,"1","1","1","0","0","1","0",1,1
1,NA,NA,"1","1","1","0","0","3","5",0,0
0,0,13259.980519519,"1","0","1","0","0","1","0",1,1
1,1,137318.212047656,"0","1","1","0","1","1","2",1,1
1,NA,19387.4161925171,"1","2","1","1","0","1","2",0,1
1,0,0,"0","0","1","0","0","1","0",1,1
1,NA,2111.55224896088,"0","0","1","0","0","1","2",0,1
0,1,25861.5956777344,"0","1","1","0","1","1","1",1,1
1,1,48213.9467938477,"0","2","1","0","0","1","2",1,1
1,NA,NA,"1","0","1","0","0","1","2",0,0
1,NA,22462.1013779297,"0","2","1","1","1","3","0",0,1
1,1,10538.3988961304,"0","2","1","1","0","1","2",1,1
1,0,9606.08941704712,"1","0","2","0","0","1","0",1,1
0,0,34454.5116941162,"1","0","2","0","0","1","2",1,1
0,0,34555.0913354004,"0","2","2","0","1","1","5",1,1
1,1,3931.2122894989,"0","0","1","0","0","1","0",1,1
1,0,63313.6768760742,"0","1","0","0","1","1","5",1,1
1,NA,NA,"0","2","0","0","0","3","0",0,0
1,1,NA,"0","0","3","0","1","1","2",1,0
0,NA,NA,"0","2","1","0","1","3","2",0,0
1,1,17425.4309012329,"0","2","0","0","1","1","4",1,1
1,1,9894.73302663574,"1","0","1","0","0","1","0",1,1
0,1,25144.4893095703,"1","0","0","0","0","1","1",1,1
0,1,15539.8443333618,"1","2","0","1","1","2","3",1,1
1,0,NA,"0","0","1","0","0","1","1",1,0
1,1,33009.1842548584,"1","2","1","0","1","3","4",1,1
0,1,459.520790535736,"0","1","0","0","1","1","0",1,1
0,0,9190.08426417847,"1","1","2","0","0","1","2",1,1
1,1,24121.4710508789,"0","2","0","0","1","3","3",1,1
1,0,0,"1","2","3","0","0","1","0",1,1
1,0,NA,"1","0","1","0","0","1","0",1,0
1,1,NA,"0","0","1","1","0","1","3",1,0
0,0,26251.8881739258,"1","0","1","0","1","1","1",1,1
0,NA,NA,"1","2","1","0","0","1","1",0,0
1,NA,NA,"0","2","1","1","0","1","4",0,0
0,0,36618.1887236572,"0","2","1","1","0","1","2",1,1
1,NA,NA,"0","0","1","1","0","1","0",0,0
1,1,507.270882674789,"1","0","0","0","0","1","2",1,1
0,0,0,"0","0","1","0","1","1","0",1,1
1,0,11861.0076818848,"0","0","0","0","0","1","2",1,1
1,1,23435.6408822021,"1","2","1","1","0","3","3",1,1
0,1,14112.5832394409,"0","2","1","1","0","1","0",1,1
1,1,28627.0813683105,"0","2","2","0","0","1","2",1,1
0,1,22093.557839209,"0","0","0","0","2","1","1",1,1
1,0,4889.86563290405,"0","0","0","0","2","1","1",1,1
1,0,NA,"0","2","0","0","0","1","0",1,0
0,NA,28218.9528448242,"0","0","0","0","0","1","1",0,1
0,0,4509.24339880371,"1","0","0","0","2","1","5",1,1
1,0,0,"0","2","1","0","1","1","3",1,1
0,NA,18690.5332343628,"0","0","1","0","1","1","0",0,1
0,1,16912.9187739624,"1","1","1","1","0","1","0",1,1
1,1,63959.2112935547,"0","1","1","0","1","1","2",1,1
1,1,24256.5340084717,"0","1","1","0","0","1","1",1,1
1,0,0,"1","1","1","0","2","1","0",1,1
0,NA,0,"1","2","1","0","0","3","3",0,1
0,NA,NA,"0","1","2","1","0","1","2",0,0
1,0,12745.175117981,"1","0","1","0","0","1","0",1,1
0,0,1757.18627164764,"1","0","2","0","0","1","0",1,1
1,NA,NA,"1","2","2","0","1","1","0",0,0
0,NA,NA,"1","1","2","0","0","1","0",0,0
1,1,25937.8829569336,"1","1","2","0","0","1","2",1,1
1,1,22195.7645660156,"1","1","2","0","0","3","0",1,1
1,1,59261.6742275391,"0","1","2","0","0","1","0",1,1
1,0,NA,"0","1","1","0","0","1","0",1,0
1,1,14171.0518271118,"0","0","2","0","0","1","0",1,1
1,1,0,"0","1","3","0","0","1","3",1,1
0,1,NA,"0","2","2","0","0","3","1",1,0
1,1,24939.4393856689,"0","2","2","0","0","1","0",1,1
0,0,23649.2472451904,"0","1","2","1","0","1","3",1,1
1,NA,NA,"0","1","0","0","1","1","3",0,0
1,1,0,"1","1","1","0","0","3","0",1,1
0,NA,386.580978214645,"0","0","1","0","2","1","5",0,1
1,1,42020.2290555176,"1","2","0","0","0","3","0",1,1
0,1,13445.5896194458,"0","1","0","0","0","3","0",1,1
1,1,26145.3871300781,"1","1","1","0","0","3","0",1,1
1,NA,2811.49822037659,"0","0","1","1","1","1","1",0,1
0,NA,22903.0415545166,"0","0","1","0","0","1","0",0,1
0,1,21975.9396158936,"0","1","2","0","1","3","2",1,1
1,NA,22058.3018430176,"0","0","2","0","1","2","2",0,1
0,0,36900.9127880859,"0","0","0","0","0","1","2",1,1
0,0,1968.04863043671,"0","0","2","0","1","1","0",1,1
1,NA,0,"1","1","1","0","0","3","0",0,1
1,1,12657.2419184326,"1","2","1","0","0","3","4",1,1
1,NA,NA,"0","0","2","0","0","1","0",0,0
1,0,0,"1","1","1","0","0","1","0",1,1
0,1,30506.9768516602,"0","1","1","0","0","3","0",1,1
1,1,42826.1837040527,"0","1","0","0","0","2","3",1,1
0,1,35693.1621239502,"0","2","2","0","0","1","0",1,1
0,1,22433.4131607422,"1","1","1","1","0","3","4",1,1
1,0,51480.5252945801,"0","1","3","0","0","1","5",1,1
0,NA,21975.9396158936,"0","1","2","0","2","1","5",0,1
1,NA,NA,"0","1","0","0","0","1","2",0,0
1,1,38756.0998509521,"1","1","1","0","0","3","3",1,1
1,1,0,"0","0","2","0","0","1","0",1,1
0,NA,410.010150688934,"0","1","0","0","2","1","5",0,1
1,NA,NA,"0","1","0","0","0","1","2",0,0
0,NA,1826.26976590576,"0","2","1","1","1","1","4",0,1
0,0,NA,"0","0","2","0","0","1","0",1,0
1,0,16016.1630947754,"1","1","2","0","0","1","2",1,1
0,1,19389.5435387329,"1","2","3","1","0","3","3",1,1
0,0,27608.3078958984,"0","1","0","1","0","1","1",1,1
1,1,11769.9268024292,"0","1","0","0","0","3","2",1,1
1,NA,NA,"1","2","1","0","0","1","0",0,0
0,1,27456.280652417,"1","2","1","0","0","3","0",1,1
1,NA,26968.1673783691,"0","2","1","0","0","3","0",0,1
1,0,585.728770114517,"0","1","1","0","0","1","2",1,1
0,NA,0,"1","1","0","0","0","1","0",0,1
1,1,44034.3182315918,"0","1","0","0","0","3","3",1,1
1,1,0,"0","1","3","0","0","1","2",1,1
1,1,19007.2155890259,"0","0","1","0","0","1","0",1,1
1,NA,0,"0","2","1","1","0","3","3",0,1
0,1,33862.7453950195,"1","1","2","0","0","3","3",1,1
1,NA,12757.7559314575,"0","1","0","0","2","1","5",0,1
0,NA,NA,"0","1","3","0","0","1","4",0,0
1,0,27920.4730450928,"1","0","0","0","0","1","5",1,1
0,NA,3877.52465860291,"0","0","1","0","0","1","0",0,1
1,0,NA,"0","2","1","1","0","1","0",1,0
0,1,0,"0","1","0","0","1","1","2",1,1
1,0,21451.3147408447,"0","1","1","0","0","1","2",1,1
1,NA,NA,"1","2","1","0","0","2","5",0,0
0,0,15611.1574858154,"0","0","1","0","0","1","0",1,1
0,1,37496.5697285156,"1","2","2","0","0","3","2",1,1
1,1,7614.47420496826,"0","0","1","0","0","1","0",1,1
0,0,21448.6772277832,"0","1","0","0","0","1","1",1,1
1,1,NA,"0","1","1","0","1","1","0",1,0
1,1,0,"1","1","1","0","0","3","0",1,1
0,0,3125.30283778381,"1","0","0","0","1","1","0",1,1
0,1,NA,"0","2","1","0","2","3","5",1,0
1,NA,NA,"0","2","0","0","0","1","4",0,0
0,1,6482.73282863159,"1","2","0","0","0","3","3",1,1
1,NA,NA,"1","2","3","0","0","3","4",0,0
0,1,24770.4899574463,"0","1","0","0","0","3","4",1,1
0,0,0,"0","1","2","0","0","1","0",1,1
1,0,5625.8617953186,"0","2","3","0","1","1","0",1,1
0,0,20866.5867629883,"0","1","2","0","1","1","3",1,1
1,1,9686.48960687256,"0","1","0","0","1","1","3",1,1
0,0,16974.4198825195,"1","2","1","1","2","1","0",1,1
1,0,8153.34474622192,"0","0","1","0","1","1","2",1,1
0,1,22573.1988764648,"1","2","1","0","0","3","1",1,1
1,1,20592.2098701782,"1","1","2","1","0","1","0",1,1
0,0,935.406467351532,"1","1","1","1","0","1","0",1,1
1,1,NA,"0","0","0","0","0","1","0",1,0
1,1,39964.1402700439,"0","2","0","0","0","3","3",1,1
1,1,0,"1","1","1","0","2","1","0",1,1
1,1,34149.5928953613,"1","1","0","0","1","1","2",1,1
0,NA,0,"0","0","0","0","0","1","0",0,1
1,0,0,"0","0","2","0","1","1","0",1,1
0,NA,NA,"0","1","0","0","0","2","2",0,0
1,1,16164.2798846191,"1","0","1","1","0","1","2",1,1
0,NA,13658.1496450928,"0","0","3","0","0","1","2",0,1
1,0,14972.8941841553,"0","1","1","0","0","1","0",1,1
0,1,24783.6899054443,"1","1","1","0","0","3","2",1,1
0,0,38133.7210645752,"0","1","2","0","1","1","3",1,1
0,0,0,"0","0","2","0","0","1","2",1,1
1,0,NA,"0","0","2","0","0","1","3",1,0
0,0,11331.6550956299,"1","2","3","1","1","1","0",1,1
0,NA,17485.1117542969,"0","0","0","0","0","1","0",0,1
1,0,0,"1","1","1","1","0","1","2",1,1
1,NA,NA,"0","0","1","0","0","1","5",0,0
1,0,NA,"1","1","1","0","0","1","0",1,0
0,NA,NA,"0","1","1","0","1","1","1",0,0
1,1,11762.5120473999,"1","0","2","1","1","1","2",1,1
0,NA,NA,"0","1","1","0","0","1","0",0,0
1,0,NA,"0","0","0","0","2","1","0",1,0
1,NA,NA,"0","1","1","0","0","1","2",0,0
1,1,17160.1750981934,"1","1","0","0","0","1","1",1,1
1,1,7331.83496196899,"1","0","3","0","0","1","2",1,1
0,0,40576.5039364014,"0","0","1","0","1","1","3",1,1
1,0,NA,"0","0","1","0","1","1","0",1,0
0,NA,NA,"0","1","1","0","0","3","3",0,0
0,0,12424.4782950806,"1","0","1","1","0","1","0",1,1
0,1,16506.5696430908,"0","0","3","1","1","1","1",1,1
1,1,NA,"1","0","2","1","0","1","0",1,0
1,0,NA,"0","0","2","0","0","1","1",1,0
1,0,NA,"0","1","1","0","0","1","1",1,0
1,1,19049.2882562988,"1","2","1","1","0","1","0",1,1
0,1,40269.2101376221,"0","2","2","0","0","1","4",1,1
0,NA,NA,"1","2","1","0","0","3","0",0,0
1,1,7380.18255761719,"0","0","2","0","0","1","0",1,1
1,NA,NA,"0","1","1","0","2","1","5",0,0
0,NA,0,"1","0","3","0","1","1","1",0,1
0,1,10543.1179394531,"0","0","1","0","0","1","0",1,1
1,0,28981.6275137695,"0","2","1","1","0","1","3",1,1
1,0,43692.0903865723,"1","1","1","1","0","1","0",1,1
0,0,50800.220282373,"0","2","2","1","0","1","3",1,1
0,1,13250.7715126465,"1","0","2","0","0","1","0",1,1
1,1,32632.2006743408,"0","0","0","0","0","1","2",1,1
1,1,21451.3147408447,"0","1","2","0","1","1","2",1,1
1,NA,NA,"0","2","0","0","1","1","3",0,0
1,NA,25497.8392871338,"1","0","1","1","0","1","0",0,1
0,0,NA,"0","1","0","0","0","1","5",1,0
0,0,NA,"0","0","2","0","2","1","0",1,0
1,1,7624.69921159058,"1","0","0","0","2","1","0",1,1
1,0,9244.55757678223,"1","0","1","0","0","1","5",1,1
0,1,18450.456394043,"0","1","2","0","0","3","0",1,1
0,1,19824.2180739624,"1","2","2","0","0","3","3",1,1
1,1,12966.5714315186,"0","1","2","0","0","1","2",1,1
1,NA,NA,"0","1","0","0","1","3","3",0,0
1,1,NA,"0","0","2","0","0","1","2",1,0
1,0,8712.71545061646,"1","1","0","0","1","1","3",1,1
1,1,3426.51333032227,"0","1","2","0","2","1","0",1,1
1,1,NA,"0","0","1","0","0","1","2",1,0
1,1,20262.3473798218,"1","2","0","1","0","1","3",1,1
1,1,NA,"0","0","1","0","0","1","2",1,0
0,NA,54655.8978506836,"0","2","1","0","2","1","5",0,1
0,1,NA,"0","0","0","0","1","1","2",1,0
0,0,1827.47382776642,"0","0","0","0","2","1","0",1,1
1,NA,NA,"0","2","0","0","0","2","3",0,0
1,0,2530.34830546875,"1","0","3","0","0","1","0",1,1
0,1,0,"0","1","2","0","1","1","3",1,1
1,NA,23973.4557990967,"0","1","1","0","0","3","2",0,1
1,1,15507.2184206177,"1","1","1","0","0","3","0",1,1
1,1,14601.0370374756,"0","2","0","0","2","1","0",1,1
0,NA,NA,"0","0","1","0","1","1","0",0,0
0,0,NA,"0","0","1","0","0","1","0",1,0
1,1,30666.6070670654,"0","1","0","0","0","1","2",1,1
0,0,NA,"0","0","2","0","0","1","0",1,0
1,0,NA,"0","2","2","0","0","1","0",1,0
1,1,0,"1","0","0","1","0","1","5",1,1
0,0,54254.3172938965,"0","0","3","0","0","1","2",1,1
0,NA,0,"1","1","1","0","2","1","5",0,1
1,NA,NA,"0","0","0","0","0","1","5",0,0
0,1,42572.9923562988,"0","2","2","1","0","3","4",1,1
1,1,26990.1194119629,"0","2","1","1","1","3","3",1,1
0,1,45748.1965078125,"1","1","1","1","0","3","2",1,1
0,0,2334.90998066254,"1","0","1","1","0","1","0",1,1
0,NA,11421.7106883179,"1","0","1","1","0","1","0",0,1
0,NA,0,"0","2","1","1","0","2","0",0,1
0,1,0,"0","0","1","0","1","1","2",1,1
1,NA,NA,"0","0","1","0","1","1","0",0,0
0,0,27485.7266902588,"0","1","2","0","0","1","0",1,1
1,0,0,"0","0","1","0","0","1","0",1,1
0,NA,NA,"0","2","0","0","0","3","0",0,0
1,1,29004.3571803223,"0","2","0","0","0","3","2",1,1
1,NA,NA,"0","1","1","0","0","1","5",0,0
1,1,NA,"0","0","1","0","0","1","0",1,0
0,0,NA,"0","2","1","0","0","3","3",1,0
1,0,0,"1","1","1","1","0","1","0",1,1
1,0,NA,"0","0","0","0","0","1","5",1,0
0,1,12890.7187847534,"1","0","0","0","0","1","0",1,1
1,1,3462.12223319092,"1","1","1","0","0","3","0",1,1
1,NA,19705.648860022,"1","2","3","1","2","1","5",0,1
1,NA,NA,"1","2","3","1","2","1","5",0,0
1,1,11572.1640918457,"1","2","3","0","0","3","0",1,1
1,1,NA,"0","0","1","1","1","2","0",1,0
1,NA,0,"0","0","0","0","0","1","2",0,1
1,NA,NA,"1","1","2","0","0","1","0",0,0
1,0,35449.8868346924,"0","1","3","0","0","1","3",1,1
0,NA,51903.9588234375,"0","0","2","0","0","1","0",0,1
1,1,15743.5445440063,"1","1","0","0","0","3","2",1,1
0,1,0,"1","1","0","0","0","2","1",1,1
1,1,26466.1409133545,"0","1","1","0","0","1","2",1,1
0,0,263.577948486328,"1","0","1","1","0","1","0",1,1
1,NA,0,"1","0","1","0","0","1","0",0,1
0,0,NA,"1","2","2","1","0","1","1",1,0
0,0,31451.8850991211,"1","1","1","0","0","1","2",1,1
1,NA,25739.1135336182,"0","1","1","0","0","3","4",0,1
1,0,0,"1","0","1","0","1","1","2",1,1
1,1,14853.3653117065,"1","2","1","0","0","3","2",1,1
0,NA,NA,"0","1","1","0","0","1","5",0,0
1,0,NA,"1","0","1","1","0","1","0",1,0
0,0,45748.1965078125,"0","0","0","0","1","1","1",1,1
0,1,43142.0611838379,"0","2","0","0","1","3","4",1,1
1,0,41173.3768570313,"0","1","0","0","0","1","5",1,1
1,0,3013.57444117126,"0","1","0","0","1","4","1",1,1
0,0,13658.1496450928,"0","0","0","0","2","1","0",1,1
1,0,0,"0","0","1","0","1","1","0",1,1
1,0,3997.59898856506,"1","0","1","0","0","1","0",1,1
0,NA,NA,"0","1","1","0","2","1","0",0,0
1,1,10994.8161974854,"1","2","2","0","0","3","2",1,1
1,NA,0,"0","0","1","0","0","1","0",0,1
1,NA,1347.17619835052,"0","1","1","0","0","1","5",0,1
1,0,NA,"0","0","0","0","0","1","1",1,0
1,1,27123.8623747559,"1","1","2","0","0","1","0",1,1
1,0,24319.4578881592,"0","1","2","0","1","1","2",1,1
1,NA,0,"1","1","1","1","1","1","0",0,1
1,0,37010.3832010986,"0","1","3","0","0","1","1",1,1
1,NA,NA,"1","2","1","0","0","3","3",0,0
0,0,13953.1994395752,"0","1","0","0","0","1","2",1,1
1,1,9137.3686744812,"1","0","1","0","0","1","2",1,1
0,1,2820.65026687317,"1","0","2","0","0","1","1",1,1
0,0,29129.8359355225,"0","1","0","0","0","1","5",1,1
1,1,24939.4393856689,"0","2","3","0","0","3","3",1,1
1,1,10269.8530122437,"1","1","0","0","0","3","3",1,1
1,1,NA,"1","2","2","0","0","1","0",1,0
0,0,NA,"1","1","2","1","0","1","0",1,0
0,0,13658.1496450928,"0","0","2","0","1","1","0",1,1
1,0,5930.50384094238,"0","0","2","0","1","1","0",1,1
0,0,NA,"1","1","0","0","0","1","0",1,0
1,1,0,"1","2","2","0","0","3","5",1,1
1,1,NA,"0","1","0","1","1","1","0",1,0
1,NA,NA,"0","1","0","0","1","1","4",0,0
0,NA,NA,"0","0","1","0","1","1","0",0,0
1,1,55507.8120930176,"0","2","0","0","0","3","3",1,1
0,1,0,"0","1","0","0","0","3","3",1,1
0,0,18299.278603125,"0","2","1","0","1","1","2",1,1
0,1,23984.8726396729,"1","1","1","0","0","1","5",1,1
